Country_Name;Year;Population
Liberia;1995;2079921
Libya;1995;4878202
St. Lucia;1995;147040
Latin America & Caribbean;1995;486362102
Least developed countries: UN classification;1995;585189354
Low income;1995;370388264
Liechtenstein;1995;30833
Sri Lanka;1995;18074000
Lower middle income;1995;2110085677
Low & middle income;1995;4665448284
Lesotho;1995;1753824
Late-demographic dividend;1995;1954370502
Lithuania;1995;3629102
Luxembourg;1995;408625
Latvia;1995;2485056
Macao SAR, China;1995;398459
St. Martin (French part);1995;32712
Morocco;1995;27161889
Monaco;1995;30700
Moldova;1995;3675099
Madagascar;1995;13452526
Maldives;1995;255000
Middle East & North Africa;1995;284973163
Mexico;1995;94426946
Marshall Islands;1995;51020
Middle income;1995;4295060020
Macedonia, FYR;1995;1953544
Mali;1995;9640643
Malta;1995;370433
Myanmar;1995;44710931
Middle East & North Africa (excluding high income);1995;252960224
Montenegro;1995;611712
Mongolia;1995;2298038
Northern Mariana Islands;1995;57518
Mozambique;1995;15913101
Mauritania;1995;2333966
Mauritius;1995;1122457
Malawi;1995;9822812
Malaysia;1995;20725374
North America;1995;295691746
Namibia;1995;1654214
New Caledonia;1995;193816
Niger;1995;9361912
Nigeria;1995;108424822
Nicaragua;1995;4612229
Netherlands;1995;15459006
Norway;1995;4359184
Nepal;1995;21390905
Nauru;1995;9970
New Zealand;1995;3673400
OECD members;1995;1115578052
Oman;1995;2191864
Other small states;1995;19130028
Pakistan;1995;122599749
Panama;1995;2738125
Peru;1995;24038761
Philippines;1995;69835713
Palau;1995;17255
Papua New Guinea;1995;4715929
Poland;1995;38594998
Pre-demographic dividend;1995;482278474
Puerto Rico;1995;3683103
Korea, Dem. Peopleís Rep.;1995;21763670
Portugal;1995;10026176
Paraguay;1995;4760853
Pacific island small states;1995;1841772
Post-demographic dividend;1995;995113407
French Polynesia;1995;215200
Qatar;1995;501019
Romania;1995;22684270
Russian Federation;1995;148375726
Rwanda;1995;5912755
South Asia;1995;1258903823
Saudi Arabia;1995;18853670
Sudan;1995;24691970
Senegal;1995;8710746
Singapore;1995;3524506
Solomon Islands;1995;359236
Sierra Leone;1995;3837807
El Salvador;1995;5588743
San Marino;1995;25875
Somalia;1995;6346440
Sub-Saharan Africa (excluding high income);1995;583817375
South Sudan;1995;5452771
Sub-Saharan Africa;1995;583892679
Small states;1995;27169420
Sao Tome and Principe;1995;125694
Suriname;1995;445830
Slovak Republic;1995;5361999
Slovenia;1995;1989872
Sweden;1995;8826939
Swaziland;1995;963428
Seychelles;1995;75304
Syrian Arab Republic;1995;14331962
Turks and Caicos Islands;1995;15334
Chad;1995;7001634
East Asia & Pacific (IDA & IBRD countries);1995;1693610863
Europe & Central Asia (IDA & IBRD countries);1995;434695993
Togo;1995;4284286
Thailand;1995;59266089
Tajikistan;1995;5784330
Turkmenistan;1995;4188010
Latin America & the Caribbean (IDA & IBRD countries);1995;470796413
Middle East & North Africa (IDA & IBRD countries);1995;250485558
Timor-Leste;1995;856439
Tonga;1995;95889
South Asia (IDA & IBRD);1995;1258903823
Sub-Saharan Africa (IDA & IBRD countries);1995;583892679
Trinidad and Tobago;1995;1255001
Tunisia;1995;8957500
Turkey;1995;58522320
Tuvalu;1995;9227
Tanzania;1995;29903329
Uganda;1995;20412967
Ukraine;1995;51512299
Upper middle income;1995;2184974343
Uruguay;1995;3224807
United States;1995;266278000
Uzbekistan;1995;22785000
St. Vincent and the Grenadines;1995;108122
Venezuela, RB;1995;22188671
British Virgin Islands;1995;18425
Virgin Islands (U.S.);1995;107817
Vietnam;1995;71995500
Vanuatu;1995;168236
Samoa;1995;170158
Yemen, Rep.;1995;15266147
South Africa;1995;39120000
Congo, Dem. Rep.;1995;42183620
Zambia;1995;9253527
Zimbabwe;1995;11683136
Aruba;1996;83195
Andorra;1996;64291
Afghanistan;1996;17481800
Angola;1996;13424813
Albania;1996;3168033
Arab World;1996;258423164
United Arab Emirates;1996;2467726
Argentina;1996;35419683
Armenia;1996;3173425
American Samoa;1996;53926
Antigua and Barbuda;1996;70245
Australia;1996;18311000
Austria;1996;7959017
Azerbaijan;1996;7763000
Burundi;1996;6333415
Belgium;1996;10156637
Benin;1996;6176318
Burkina Faso;1996;10372809
Bangladesh;1996;120987124
Bulgaria;1996;8362826
Bahrain;1996;579855
Bahamas, The;1996;283792
Bosnia and Herzegovina;1996;3810649
Belarus;1996;10160000
Belize;1996;213674
Bermuda;1996;60129
Bolivia;1996;7717445
Brazil;1996;165303155
Barbados;1996;265940
Brunei Darussalam;1996;302449
Bhutan;1996;512377
Botswana;1996;1611827
Central African Republic;1996;3417163
Canada;1996;29671900
Central Europe and the Baltics;1996;109563097
Switzerland;1996;7071850
Channel Islands;1996;144832
Chile;1996;14396020
China;1996;1217550000
Cote d'Ivoire;1996;14852193
Cameroon;1996;14317191
Congo, Rep.;1996;2795903
Colombia;1996;38049040
Comoros;1996;492979
Cabo Verde;1996;399508
Costa Rica;1996;3596733
Caribbean small states;1996;6258158
Cuba;1996;10955372
Curacao;1996;146306
Cayman Islands;1996;33535
Cyprus;1996;873246
Czech Republic;1996;10315241
Germany;1996;81914831
Djibouti;1996;673202
Dominica;1996;71146
Denmark;1996;5263074
Dominican Republic;1996;8029114
Algeria;1996;29411839
East Asia & Pacific (excluding high income);1996;1736435473
Early-demographic dividend;1996;2294124499
East Asia & Pacific;1996;1962650225
Europe & Central Asia (excluding high income);1996;391816812
Europe & Central Asia;1996;857263836
Ecuador;1996;11683480
Egypt, Arab Rep.;1996;63595629
Euro area;1996;317583952
Spain;1996;39478186
Estonia;1996;1415594
Ethiopia;1996;59076414
European Union;1996;484581653
Fragile and conflict affected situations;1996;305868679
Finland;1996;5124573
Fiji;1996;784479
France;1996;59753098
Faroe Islands;1996;44081
Micronesia, Fed. Sts.;1996;108342
Gabon;1996;1114879
United Kingdom;1996;58166950
Georgia;1996;4616100
Ghana;1996;17169214
Gibraltar;1996;27284
Guinea;1996;8124799
Gambia, The;1996;1095839
Guinea-Bissau;1996;1207006
Equatorial Guinea;1996;463844
Greece;1996;10608800
Grenada;1996;100796
Greenland;1996;55900
Guatemala;1996;10612300
Guam;1996;148060
Guyana;1996;730193
High income;1996;1047405818
Hong Kong SAR, China;1996;6435500
Honduras;1996;5724587
Heavily indebted poor countries (HIPC);1996;424741843
Croatia;1996;4494000
Haiti;1996;7965548
Hungary;1996;10311238
IBRD only;1996;3681938053
IDA & IBRD total;1996;4767797399
IDA total;1996;1085859346
IDA blend;1996;400674821
Indonesia;1996;199926615
IDA only;1996;685184525
Isle of Man;1996;72899
India;1996;979290432
Ireland;1996;3637510
Iran, Islamic Rep.;1996;61306632
Iraq;1996;20855408
Iceland;1996;268916
Israel;1996;5692000
Italy;1996;56860281
Jamaica;1996;2509923
Jordan;1996;4448113
Japan;1996;125757000
Kazakhstan;1996;15577894
Kenya;1996;28116027
Kyrgyz Republic;1996;4628400
Cambodia;1996;11022162
Kiribati;1996;78907
St. Kitts and Nevis;1996;43391
Korea, Rep.;1996;45524681
Kosovo;1996;2059000
Latin America & Caribbean (excluding high income);1996;470674560
Lao PDR;1996;4966303
Lebanon;1996;3070974
Liberia;1996;2197801
Libya;1996;4970391
St. Lucia;1996;148962
Latin America & Caribbean;1996;494403039
Least developed countries: UN classification;1996;600664665
Low income;1996;380614813
Liechtenstein;1996;31327
Sri Lanka;1996;18210000
Lower middle income;1996;2150734236
Low & middle income;1996;4741190324
Lesotho;1996;1779201
Late-demographic dividend;1996;1973565502
Lithuania;1996;3601613
Luxembourg;1996;414225
Latvia;1996;2457222
Macao SAR, China;1996;405231
St. Martin (French part);1996;32102
Morocco;1996;27556892
Monaco;1996;30971
Moldova;1996;3667748
Madagascar;1996;13882646
Maldives;1996;262000
Middle East & North Africa;1996;290950450
Mexico;1996;96181710
Marshall Islands;1996;51397
Middle income;1996;4360575511
Macedonia, FYR;1996;1958303
Mali;1996;9901045
Malta;1996;372687
Myanmar;1996;45290888
Middle East & North Africa (excluding high income);1996;258137333
Montenegro;1996;611003
Mongolia;1996;2316571
Northern Mariana Islands;1996;60248
Mozambique;1996;16410777
Mauritania;1996;2403779
Mauritius;1996;1133996
Malawi;1996;10006767
Malaysia;1996;21260881
North America;1996;299126029
Namibia;1996;1705349
New Caledonia;1996;197564
Niger;1996;9701730
Nigeria;1996;111164651
Nicaragua;1996;4700777
Netherlands;1996;15530498
Norway;1996;4381336
Nepal;1996;21902534
Nauru;1996;10033
New Zealand;1996;3732000
OECD members;1996;1124092178
Oman;1996;2219768
Other small states;1996;19462187
Pakistan;1996;125697651
Panama;1996;2794845
Peru;1996;24441076
Philippines;1996;71437381
Palau;1996;17695
Papua New Guinea;1996;4840311
Poland;1996;38624370
Pre-demographic dividend;1996;495900493
Puerto Rico;1996;3724655
Korea, Dem. Peopleís Rep.;1996;22016510
Portugal;1996;10063945
Paraguay;1996;4870695
Pacific island small states;1996;1868807
Post-demographic dividend;1996;1000255943
French Polynesia;1996;219282
Qatar;1996;511864
Romania;1996;22619004
Russian Federation;1996;148160042
Rwanda;1996;6097688
South Asia;1996;1284343918
Saudi Arabia;1996;19331311
Sudan;1996;25466387
Senegal;1996;8939438
Singapore;1996;3670704
Solomon Islands;1996;369438
Sierra Leone;1996;3833053
El Salvador;1996;5643363
San Marino;1996;26201
Somalia;1996;6480888
Sub-Saharan Africa (excluding high income);1996;599782228
South Sudan;1996;5584223
Sub-Saharan Africa;1996;599858645
Small states;1996;27589152
Sao Tome and Principe;1996;127946
Suriname;1996;453653
Slovak Republic;1996;5373361
Slovenia;1996;1988628
Sweden;1996;8840998
Swaziland;1996;984506
Seychelles;1996;76417
Syrian Arab Republic;1996;14736209
Turks and Caicos Islands;1996;15967
Chad;1996;7242018
East Asia & Pacific (IDA & IBRD countries);1996;1714375070
Europe & Central Asia (IDA & IBRD countries);1996;434935182
Togo;1996;4392941
Thailand;1996;59878955
Tajikistan;1996;5862224
Turkmenistan;1996;4267690
Latin America & the Caribbean (IDA & IBRD countries);1996;478735248
Middle East & North Africa (IDA & IBRD countries);1996;255549336
Timor-Leste;1996;859496
Tonga;1996;96174
South Asia (IDA & IBRD);1996;1284343918
Sub-Saharan Africa (IDA & IBRD countries);1996;599858645
Trinidad and Tobago;1996;1258365
Tunisia;1996;9089300
Turkey;1996;59451488
Tuvalu;1996;9264
Tanzania;1996;30733937
Uganda;1996;21041468
Ukraine;1996;51057189
Upper middle income;1996;2209841275
Uruguay;1996;3248039
United States;1996;269394000
Uzbekistan;1996;23225000
St. Vincent and the Grenadines;1996;108078
Venezuela, RB;1996;22649212
British Virgin Islands;1996;18834
Virgin Islands (U.S.);1996;108093
Vietnam;1996;73156700
Vanuatu;1996;171802
Samoa;1996;171276
Yemen, Rep.;1996;15834747
South Africa;1996;40000247
Congo, Dem. Rep.;1996;43424997
Zambia;1996;9502346
Zimbabwe;1996;11877664
Aruba;1997;85447
Andorra;1997;64147
Afghanistan;1997;18034130
Angola;1997;13801868
Albania;1997;3148281
Arab World;1997;264153948
United Arab Emirates;1997;2595220
Argentina;1997;35833965
Armenia;1997;3137652
American Samoa;1997;54942
Antigua and Barbuda;1997;72232
Australia;1997;18517000
Austria;1997;7968041
Azerbaijan;1997;7838250
Burundi;1997;6420397
Belgium;1997;10181245
Benin;1997;6361301
Burkina Faso;1997;10665781
Bangladesh;1997;123574107
Bulgaria;1997;8312068
Bahrain;1997;597834
Bahamas, The;1997;286968
Bosnia and Herzegovina;1997;3779354
Belarus;1997;10117000
Belize;1997;221608
Bermuda;1997;60497
Bolivia;1997;7870860
Brazil;1997;167893835
Barbados;1997;266944
Brunei Darussalam;1997;309746
Bhutan;1997;520917
Botswana;1997;1645846
Central African Republic;1997;3497910
Canada;1997;29987200
Central Europe and the Baltics;1997;109459093
Switzerland;1997;7088906
Channel Islands;1997;145709
Chile;1997;14594070
China;1997;1230075000
Cote d'Ivoire;1997;15296390
Cameroon;1997;14709961
Congo, Rep.;1997;2873638
Colombia;1997;38645409
Comoros;1997;506525
Cabo Verde;1997;409805
Costa Rica;1997;3682725
Caribbean small states;1997;6312682
Cuba;1997;11000431
Curacao;1997;146956
Cayman Islands;1997;35596
Cyprus;1997;890733
Czech Republic;1997;10304131
Germany;1997;82034771
Djibouti;1997;685644
Dominica;1997;70756
Denmark;1997;5284991
Dominican Republic;1997;8163474
Algeria;1997;29887717
East Asia & Pacific (excluding high income);1997;1757273497
Early-demographic dividend;1997;2339055962
East Asia & Pacific;1997;1984871945
Europe & Central Asia (excluding high income);1997;392207147
Europe & Central Asia;1997;858641127
Ecuador;1997;11924991
Egypt, Arab Rep.;1997;64754566
Euro area;1997;318278768
Spain;1997;39582413
Estonia;1997;1399535
Ethiopia;1997;60893264
European Union;1997;485409098
Fragile and conflict affected situations;1997;313590684
Finland;1997;5139835
Fiji;1997;792859
France;1997;59964845
Faroe Islands;1997;44467
Micronesia, Fed. Sts.;1997;108506
Gabon;1997;1143838
United Kingdom;1997;58316954
Georgia;1997;4531600
Ghana;1997;17568583
Gibraltar;1997;27246
Guinea;1997;8331366
Gambia, The;1997;1126786
Guinea-Bissau;1997;1233520
Equatorial Guinea;1997;479836
Greece;1997;10661259
Grenada;1997;101125
Greenland;1997;56000
Guatemala;1997;10871786
Guam;1997;150306
Guyana;1997;733854
High income;1997;1054469107
Hong Kong SAR, China;1997;6489300
Honduras;1997;5855946
Heavily indebted poor countries (HIPC);1997;436671177
Croatia;1997;4572000
Haiti;1997;8111954
Hungary;1997;10290486
IBRD only;1997;3731637797
IDA & IBRD total;1997;4843628455
IDA total;1997;1111990658
IDA blend;1997;409285530
Indonesia;1997;202853850
IDA only;1997;702705128
Isle of Man;1997;73817
India;1997;997817250
Ireland;1997;3674171
Iran, Islamic Rep.;1997;62426086
Iraq;1997;21519356
Iceland;1997;271128
Israel;1997;5836000
Italy;1997;56890372
Jamaica;1997;2534069
Jordan;1997;4545248
Japan;1997;126057000
Kazakhstan;1997;15333703
Kenya;1997;28842245
Kyrgyz Republic;1997;4696400
Cambodia;1997;11338733
Kiribati;1997;80190
St. Kitts and Nevis;1997;43885
Korea, Rep.;1997;45953580
Kosovo;1997;2086000
Latin America & Caribbean (excluding high income);1997;478410615
Lao PDR;1997;5068658
Lebanon;1997;3092684
Liberia;1997;2365290
Libya;1997;5062160
St. Lucia;1997;150994
Latin America & Caribbean;1997;502409290
Least developed countries: UN classification;1997;616192978
Low income;1997;390959022
Liechtenstein;1997;31842
Sri Lanka;1997;18323000
Lower middle income;1997;2191409043
Low & middle income;1997;4817080259
Lesotho;1997;1801695
Late-demographic dividend;1997;1992617993
Lithuania;1997;3575137
Luxembourg;1997;419450
Latvia;1997;2432851
Macao SAR, China;1997;412031
St. Martin (French part);1997;31304
Morocco;1997;27934014
Monaco;1997;31242
Moldova;1997;3654208
Madagascar;1997;14329239
Maldives;1997;264000
Middle East & North Africa;1997;296986652
Mexico;1997;97925825
Marshall Islands;1997;51697
Middle income;1997;4426121237
Macedonia, FYR;1997;1969345
Mali;1997;10168000
Malta;1997;375236
Myanmar;1997;45895991
Middle East & North Africa (excluding high income);1997;263330664
Montenegro;1997;609520
Mongolia;1997;2335694
Northern Mariana Islands;1997;62939
Mozambique;1997;16872896
Mauritania;1997;2476188
Mauritius;1997;1148284
Malawi;1997;10260421
Malaysia;1997;21808125
North America;1997;302704697
Namibia;1997;1758097
New Caledonia;1997;201418
Niger;1997;10058960
Nigeria;1997;113975055
Nicaragua;1997;4786641
Netherlands;1997;15610650
Norway;1997;4405157
Nepal;1997;22395247
Nauru;1997;10056
New Zealand;1997;3781300
OECD members;1997;1132598216
Oman;1997;2227596
Other small states;1997;19801297
Pakistan;1997;128845692
Panama;1997;2852739
Peru;1997;24827409
Philippines;1997;73042605
Palau;1997;18123
Papua New Guinea;1997;4969116
Poland;1997;38649660
Pre-demographic dividend;1997;509493025
Puerto Rico;1997;3759430
Korea, Dem. Peopleís Rep.;1997;22240826
Portugal;1997;10108977
Paraguay;1997;4980346
Pacific island small states;1997;1894309
Post-demographic dividend;1997;1005399457
French Polynesia;1997;223734
Qatar;1997;528213
Romania;1997;22553978
Russian Federation;1997;147915307
Rwanda;1997;6506118
South Asia;1997;1309774343
Saudi Arabia;1997;19809633
Sudan;1997;26149124
Senegal;1997;9163184
Singapore;1997;3796038
Solomon Islands;1997;379859
Sierra Leone;1997;3843472
El Salvador;1997;5692300
San Marino;1997;26503
Somalia;1997;6672781
Sub-Saharan Africa (excluding high income);1997;616083993
South Sudan;1997;5806951
Sub-Saharan Africa;1997;616161312
Small states;1997;28008288
Sao Tome and Principe;1997;130110
Suriname;1997;461569
Slovak Republic;1997;5383291
Slovenia;1997;1985956
Sweden;1997;8846062
Swaziland;1997;1006760
Seychelles;1997;77319
Syrian Arab Republic;1997;15151962
Turks and Caicos Islands;1997;16527
Chad;1997;7494143
East Asia & Pacific (IDA & IBRD countries);1997;1734987785
Europe & Central Asia (IDA & IBRD countries);1997;435428807
Togo;1997;4506465
Thailand;1997;60544937
Tajikistan;1997;5936780
Turkmenistan;1997;4335991
Latin America & the Caribbean (IDA & IBRD countries);1997;486652062
Middle East & North Africa (IDA & IBRD countries);1997;260624146
Timor-Leste;1997;853867
Tonga;1997;96526
South Asia (IDA & IBRD);1997;1309774343
Sub-Saharan Africa (IDA & IBRD countries);1997;616161312
Trinidad and Tobago;1997;1260677
Tunisia;1997;9214900
Turkey;1997;60394104
Tuvalu;1997;9298
Tanzania;1997;31533781
Uganda;1997;21679497
Ukraine;1997;50594105
Upper middle income;1997;2234712194
Uruguay;1997;3271014
United States;1997;272657000
Uzbekistan;1997;23667000
St. Vincent and the Grenadines;1997;108001
Venezuela, RB;1997;23108003
British Virgin Islands;1997;19270
Virgin Islands (U.S.);1997;108355
Vietnam;1997;74306900
Vanuatu;1997;175004
Samoa;1997;172191
Yemen, Rep.;1997;16349809
South Africa;1997;40926063
Congo, Dem. Rep.;1997;44558347
Zambia;1997;9763742
Zimbabwe;1997;12059858
Aruba;1998;87276
Andorra;1998;63888
Afghanistan;1998;18511480
Angola;1998;14187710
Albania;1998;3128530
Arab World;1998;269795252
United Arab Emirates;1998;2733770
Argentina;1998;36241578
Armenia;1998;3112958
American Samoa;1998;55899
Antigua and Barbuda;1998;74206
Australia;1998;18711000
Austria;1998;7976789
Azerbaijan;1998;7913000
Burundi;1998;6511920
Belgium;1998;10203008
Benin;1998;6546493
Burkina Faso;1998;10969093
Bangladesh;1998;126169583
Bulgaria;1998;8256786
Bahrain;1998;618054
Bahamas, The;1998;290054
Bosnia and Herzegovina;1998;3775898
Belarus;1998;10069000
Belize;1998;230289
Bermuda;1998;60943
Bolivia;1998;8026257
Brazil;1998;170516482
Barbados;1998;267949
Brunei Darussalam;1998;316873
Bhutan;1998;533506
Botswana;1998;1678111
Central African Republic;1998;3577028
Canada;1998;30247900
Central Europe and the Baltics;1998;109207205
Switzerland;1998;7110001
Channel Islands;1998;146669
Chile;1998;14788609
China;1998;1241935000
Cote d'Ivoire;1998;15728482
